"LogPrediction","ActualLogSalePrice","LogResidual"
12.2195765717567,12.2476991163726,-0.0281225446158988
12.1199603187504,12.1090164423137,0.0109438764366612
12.2646033899366,12.3171711672987,-0.0525677773620998
12.076827873292,11.8494048444231,0.227423028868941
12.612578404765,12.4292201968364,0.183358207928649
11.9207312758439,11.8706069022246,0.0501243736193402
12.5749409645357,12.634606283893,-0.0596653193573662
12.3146049335254,12.2060776455177,0.108527288007755
11.8061206961294,11.7745279008585,0.0315927952709263
11.7527322084473,11.6784483779882,0.0742838304591089
11.7636023948562,11.7714438820996,-0.00784148724342693
12.6754663921339,12.6949615382445,-0.0194951461105966
11.8095236068057,11.8775755229785,-0.0680519161727986
12.2903084550793,12.5407611493884,-0.250452694309157
11.9280076482142,11.9640074537369,-0.035999805522696
11.8654059744397,11.7905647772974,0.0748411971423231
11.9033081153848,11.9117082963145,-0.00840018092969963
11.5974196945356,11.4075760603618,0.189843634173801
11.9322143270189,11.9766657704908,-0.0444514434718215
11.7802270751716,11.8422364063316,-0.0620093311599632
12.6670969715112,12.6925061865422,-0.0254092150309706
11.8158525993525,11.845109950884,-0.0292573515315233
12.3784052315167,12.345838935722,0.0325662957947586
11.7809877607482,11.7745279008585,0.00645985988973052
11.8838806277,11.9447143748812,-0.0608337471811478
12.471067334351,12.4541078140223,0.0169595203287098
11.8008014442315,11.8115548958305,-0.0107534515989745
12.6090338998255,12.631343648903,-0.0223097490775785
12.1127677472983,12.2428914379184,-0.130123690620112
11.1801936013774,11.1346036226839,0.0455899786934477
11.1922545461808,10.9151066458675,0.277147900313329
11.8313276975878,11.9140545193031,-0.0827268217152799
12.172465319999,12.1001619785669,0.072303341432125
12.0996915954828,12.0167325160771,0.0829590794057253
12.5194926079096,12.5335798157657,-0.0140872078561394
12.6456747477908,12.6410997921206,0.00457495567023614
11.892313800917,11.8844959179307,0.0078178829863198
11.9573702707464,11.9381997363009,0.0191705344454327
11.7802493543984,11.5991123354811,0.181137018917228
11.3601773164472,11.314486721294,0.0456905951531947
11.9035821406042,11.9829353441964,-0.0793532035921842
12.0267171542087,12.043559598368,-0.0168424441593338
11.8886263513642,11.8775755229785,0.0110508283857502
11.7948232217511,11.7772186371293,0.0176045846217718
11.880885225769,11.8565222615337,0.0243629642352872
12.5293745399305,12.6757668519096,-0.146392311979067
12.4029657913324,12.387089184492,0.0158766068404521
12.4804302575992,12.4280194810656,0.0524107765335522
11.5663328369411,11.6351519472128,-0.068819110271777
11.7701988241462,11.7519502394255,0.0182485847206877
12.0704963308961,12.0839106612575,-0.0134143303613712
11.7423990613064,11.6483388355627,0.0940602257436289
11.4988819498319,11.6082447356423,-0.109362785810431
12.6902635223564,12.6949615382445,-0.00469801588804053
11.7452703665975,11.7752974217158,-0.030027055118337
11.9813982625001,12.1034915969059,-0.12209333440579
12.2224313198048,12.0581583125382,0.164273007266553
12.1849113371401,12.188422799337,-0.00351146219695053
12.6826601132226,12.6949615382445,-0.0123014250218496
11.7291386046879,11.7352767024867,-0.00613809779887831
12.0196712730401,11.970356641103,0.0493146319371238
11.3969051065435,11.5228856967645,-0.125980590220941
12.2664894102125,12.2185001037881,0.0479893064243537
11.8187155643291,11.8494048444231,-0.030689280093986
12.3628265168138,12.2991120672956,0.0637144495181285
12.6391721907209,12.6666602074286,-0.0274880167076557
12.2933903691133,12.1007176854125,0.192672683700783
12.2685611176485,12.3282947030234,-0.0597335853749161
11.3236408811843,11.2897944135779,0.0338464676063861
12.4371887404831,12.3238601256211,0.113328614861933
12.3340652147153,12.4049276026276,-0.0708623879122747
11.7229035170362,11.7714438820996,-0.0485403650634044
12.1696307136586,12.1281165094513,0.0415142042072922
11.8861104446079,11.8838060295962,0.00230441501164158
11.5957589296619,11.5843247720005,0.0114341576613821
11.4358721326,11.4186257744496,0.0172463581504356
11.6977976921474,11.8185776042516,-0.120779912104139
11.70321785945,11.7519502394255,-0.0487323799754495
11.7047779470626,11.8240872195876,-0.119309272525038
11.577496148101,11.6082447356423,-0.030748587541277
12.1628701676755,12.1730379593973,-0.0101677917218126
12.0120280836194,11.9414623606461,0.0705657229732672
12.4527570688579,12.4090175711512,0.0437394977067527
11.7527279749012,11.7480054922568,0.00472248264441077
12.0393665463897,12.034696963475,0.00466958291464614
12.516353226275,12.4684407561441,0.0479124701308855
12.0866747299774,12.0668163253066,0.0198584046708614
11.9546721656645,12.0106719281964,-0.055999762531977
11.1982851296508,11.3504183001091,-0.15213317045829
11.7726166008123,11.7248139145879,0.0478026862244487
11.5525502805285,11.6073352395314,-0.0547849590028804
11.6716761158726,11.4988366825271,0.172839433345427
11.9330623973552,12.0045743855087,-0.0715119881534871
11.9491784389648,11.8048559999113,0.144322439053576
12.1797175782595,12.2295498857083,-0.0498323074488187
12.1019696176433,12.1281165094513,-0.0261468918079633
12.3018168772815,12.2737359668903,0.0280809103912816
11.6401707687224,11.4590076769787,0.181163091743754
